frame,sceneChanged,numDetections,detections,numTracks,tracks,activeLeadId,riskLevel,ttc
433,0,4,2:536:451:34:26:0.7952;7:390:439:35:24:0.2634;7:616:396:252:83:0.3311;7:907:412:51:58:0.3676,2,38:2:536:451:34:26;41:7:907:412:51:58,38,SAFE,inf
434,0,2,2:536:451:33:26:0.7970;7:320:401:72:65:0.3257,1,38:2:536:451:33:26,38,SAFE,inf
435,0,3,2:517:448:13:15:0.2246;2:536:452:33:25:0.7808;7:320:400:71:66:0.2664,2,38:2:536:452:33:25;40:7:320:400:71:66,38,SAFE,inf
436,0,2,2:517:448:13:15:0.3044;2:536:452:33:26:0.7997,2,38:2:536:452:33:26;39:2:517:448:13:15,38,SAFE,inf
437,0,2,2:516:449:14:14:0.2700;2:536:452:33:26:0.8026,2,38:2:536:452:33:26;39:2:516:449:14:14,38,SAFE,inf
438,0,3,2:516:449:13:14:0.2502;2:536:453:34:25:0.7847;7:622:393:334:89:0.2851,3,38:2:536:453:34:25;39:2:516:449:13:14;41:7:622:393:334:89,38,SAFE,inf
439,0,3,2:515:449:14:15:0.2408;2:536:453:33:24:0.7860;7:621:393:336:89:0.3489,3,38:2:536:453:33:24;39:2:515:449:14:15;41:7:621:393:336:89,38,SAFE,inf
440,0,3,2:514:449:16:15:0.3024;2:536:453:33:25:0.7884;7:622:392:309:91:0.3732,3,38:2:536:453:33:25;39:2:514:449:16:15;41:7:622:392:309:91,38,SAFE,inf
441,0,3,2:514:449:15:15:0.2922;2:536:453:33:25:0.7917;5:623:391:273:92:0.5570,3,38:2:536:453:33:25;39:2:514:449:15:15;41:5:623:391:273:92,38,SAFE,inf
442,0,3,2:514:449:15:15:0.2939;2:536:453:33:25:0.7828;5:622:389:285:95:0.4496,3,38:2:536:453:33:25;39:2:514:449:15:15;41:5:622:389:285:95,38,SAFE,inf
443,0,3,2:514:449:15:15:0.2916;2:536:453:33:25:0.7581;5:623:388:283:97:0.5511,3,38:2:536:453:33:25;39:2:514:449:15:15;41:5:623:388:283:97,38,SAFE,inf
444,0,4,2:514:449:15:15:0.3057;2:536:453:33:25:0.7553;5:624:388:287:97:0.5997;7:320:403:62:64:0.3220,4,38:2:536:453:33:25;39:2:514:449:15:15;40:7:320:403:62:64;41:5:624:388:287:97,38,SAFE,inf
445,0,3,2:513:449:16:15:0.2909;2:536:453:33:25:0.7643;7:625:388:303:98:0.4593,3,38:2:536:453:33:25;39:2:513:449:16:15;41:7:625:388:303:98,38,SAFE,inf
446,0,4,2:513:449:16:15:0.2470;2:537:453:32:25:0.7328;7:320:403:62:64:0.4414;7:625:387:321:99:0.5372,4,38:2:537:453:32:25;39:2:513:449:16:15;40:7:320:403:62:64;41:7:625:387:321:99,38,SAFE,inf
447,0,2,2:537:453:32:25:0.7272;5:626:386:309:101:0.4998,2,38:2:537:453:32:25;41:5:626:386:309:101,38,SAFE,inf
448,0,4,2:513:449:14:15:0.2017;2:537:453:32:25:0.7091;5:628:385:323:102:0.4956;7:320:403:61:63:0.2287,2,38:2:537:453:32:25;41:5:628:385:323:102,38,SAFE,inf
449,0,4,2:374:440:47:23:0.1102;2:512:449:15:15:0.2319;2:536:453:33:25:0.6850;5:628:383:318:104:0.5698,2,38:2:536:453:33:25;41:5:628:383:318:104,38,SAFE,inf
450,0,3,2:511:449:16:15:0.2989;2:537:453:32:25:0.7029;7:627:384:329:104:0.4645,3,38:2:537:453:32:25;39:2:511:449:16:15;41:7:627:384:329:104,38,SAFE,inf
451,0,3,2:512:449:15:15:0.2723;2:537:454:32:25:0.6136;5:631:381:324:108:0.2667,3,38:2:537:454:32:25;39:2:512:449:15:15;41:5:631:381:324:108,38,SAFE,inf
